1	 0.447214	-0.804718
2	 0.632456	-0.458144
4	 0.894427	-0.111571
8	 1.264911	 0.235001
16	 1.788854	 0.581575
32       2.607681	 0.958461
64	 3.521363	 1.258848
128	 5.059644	 1.622129
256	 7.155418	 1.967869
512	 10.119289	 2.311444
1028	 14.338759	 2.662966
