    -5	   0.0000000000000000
    -4	 11206559957305648462436123815144918643255748438384932598668065156188551728943901608631797997854919538940884109319152454960953851237654723205001477667946496.0000000000000000
    -3	   0.0025600000000000
    -2	   0.0310400000000000
    -1	   0.1715200000000000
     0	   0.3896000000000000
     1	   0.1715200000000000
     2	   0.0310400000000000
     3	   0.0025600000000000
     4	 11206559957305648462436123815144918643255748438384932598668065156188551728943901608631797997854919538940884109319152454960953851237654723205001477667946496.0000000000000000
     5	   0.0000000000000000
