1		-0.5549280936
0.1		-4.5099963998
0.01		-4.1543413789
0.001		-4.0962995738
0.0001		-4.0902950782
0.00001		-4.0896926530
0.000001	-4.0896323915
0.0000001	-4.0896263559
0.00000001	-4.0896257270
