1.000	-104313.8692285156	-104313.8692285156
1.500	-9558.6265771484	-6372.4177180990
1.800	-832140.9540147569	-462300.5300081982
2.000	-683564.9734570313	-341782.4867285157
2.200	-12128.0509244052	-5512.7504201842
2.300	-67743.7070408033	-29453.7856699145
2.400	-1528.0767506917	-636.6986461216
